C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_R100_raw,predicted_A_raw,predicted_d1,predicted_d2,predicted_R100,predicted_R200,predicted_A,predicted_a_ref,predicted_SOH200,predicted_eol_a1,projection_applied,predicted_charge_time,charge_time_model,nearest_strategy,nearest_strategy_code,bootstrap_valid_n,eol_median,eol_p10,eol_p90,eol_ci95_low,eol_ci95_high,eol_a_distribution_median,eol_a_distribution_p10,bootstrap_valid_iterations,life_interval_width_ratio,risk_grade
4.95,67.0,4.5,8.121212121212121,1.7333333333333334,9.854545454545455,6.387878787878788,0.2644704110821286,2,True,True,True,True,0.004141569691814144,0.0018242536453972667,0.002317316046416877,0.0009121268226986334,0.004141569691814144,0.00596582333721141,0.0018242536453972667,1.0,0.9917168606163717,1359.1796535475225,False,10.078348931651625,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1360.2012,1236.1774,1495.1326,1172.4888,1544.2511,1356.1594,1228.1901,1000,0.19038008,supported_model_region
4.95,67.0,4.55,8.121212121212121,1.7142857142857144,9.835497835497836,6.406926406926407,0.2626092244868712,1,True,True,True,True,0.004248316411650268,0.0018203454392699122,0.0024279709723803557,0.0009101727196349561,0.004248316411650268,0.00606866185092018,0.0018203454392699122,1.0,0.9915033671766995,1354.9668057560973,False,10.059301312604006,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1357.7625,1230.3994,1497.3973,1166.628,1548.2228,1353.4246,1222.4883,1000,0.19664554,supported_model_region
4.95,67.0,4.6,8.121212121212121,1.6956521739130437,9.816864295125164,6.425559947299077,0.25046140981194387,1,True,True,True,True,0.004355063131486392,0.0018164372331425577,0.0025386258983438343,0.0009082186165712789,0.004355063131486392,0.00617150036462895,0.0018164372331425577,1.0,0.9912898737370271,1350.7599816305265,False,10.040667772231334,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1355.7317,1225.0763,1498.59,1163.1769,1550.3462,1350.2351,1216.5369,1000,0.20174617,supported_model_region
4.95,67.0,4.65,8.121212121212121,1.6774193548387097,9.798631476050831,6.443792766373411,0.24058942698220043,1,True,True,True,True,0.004461809851322517,0.001812529027015203,0.0026492808243073146,0.0009062645135076015,0.004461809851322517,0.006274338878337721,0.001812529027015203,1.0,0.9910763802973549,1346.559270361077,False,10.022434953157001,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1353.8782,1219.6875,1500.1176,1156.9307,1555.8303,1344.9543,1212.5426,1000,0.20713094,supported_model_region
4.95,67.0,4.7,8.121212121212121,1.6595744680851066,9.780786589297227,6.461637653127014,0.2332823793120844,1,True,True,True,True,0.004568556571158642,0.0018086208208878485,0.0027599357502707932,0.0009043104104439243,0.004568556571158642,0.00637717739204649,0.0018086208208878485,1.0,0.9908628868576828,1342.3647608610136,False,10.004590066403397,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1350.4329,1213.8894,1503.744,1151.9858,1560.9869,1340.7622,1206.1436,1000,0.21463831,supported_model_region
4.95,67.0,4.75,8.121212121212121,1.642105263157895,9.763317384370016,6.479106858054227,0.22878615817098166,1,True,True,True,True,0.004675303290994765,0.001804712614760494,0.002870590676234271,0.000902356307380247,0.004675303290994765,0.006480015905755259,0.001804712614760494,1.0,0.9906493934180104,1338.176541752003,False,9.987120861476185,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1347.0022,1207.6713,1506.7323,1146.0851,1567.0253,1338.2705,1200.1621,1000,0.2220197,supported_model_region
4.95,68.0,4.15,8.242424242424242,1.7349397590361442,9.977364001460387,6.507484483388098,0.08481717230174969,2,True,True,True,True,0.0033553704145847783,0.001849620082972105,0.0015057503316126732,0.0009248100414860525,0.0033553704145847783,0.005204990497556883,0.001849620082972105,1.0,0.9932892591708304,1391.4232161268492,False,10.201167478566557,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1386.0488,1279.2566,1490.316,1217.0056,1534.1624,1383.7266,1266.7672,1000,0.15227418,supported_model_region
4.95,68.0,4.2,8.242424242424242,1.714285714285714,9.956709956709956,6.528138528138529,0.10973421593389895,2,True,True,True,True,0.003462117134420902,0.0018457118768447506,0.0016164052575761516,0.0009228559384223753,0.003462117134420902,0.0053078290112656525,0.0018457118768447506,1.0,0.9930757657311582,1387.1627401339993,False,10.180513433816126,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1383.7129,1274.0667,1491.2031,1210.0446,1534.372,1378.8032,1261.5375,1000,0.15692307,supported_model_region
4.95,68.0,4.25,8.242424242424242,1.6941176470588233,9.936541889483065,6.548306595365419,0.13518241426767372,2,True,True,True,True,0.0035688638542570265,0.001841803670717396,0.0017270601835396304,0.000920901835358698,0.0035688638542570265,0.0054106675249744225,0.001841803670717396,1.0,0.9928622722914859,1382.9076289869884,False,10.160345366589235,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1379.9348,1268.1665,1491.445,1204.4116,1534.7219,1376.737,1254.6458,1000,0.16180362,supported_model_region
4.95,68.0,4.3,8.242424242424242,1.6744186046511627,9.916842847075404,6.56800563777308,0.16090995512737205,2,True,True,True,True,0.00367561057409315,0.0018378954645900413,0.0018377151095031086,0.0009189477322950207,0.00367561057409315,0.005513506038683192,0.0018378954645900413,1.0,0.9926487788518137,1378.6579737880731,False,10.140646324181574,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1376.0569,1263.097,1490.3213,1200.8595,1535.988,1373.2715,1248.7046,1000,0.16512707,supported_model_region
4.95,68.0,4.35,8.242424242424242,1.6551724137931034,9.897596656217345,6.587251828631139,0.18680145540705867,2,True,True,True,True,0.0037823572939292742,0.0018339872584626868,0.0019483700354665874,0.0009169936292313434,0.0037823572939292742,0.005616344552391961,0.0018339872584626868,1.0,0.9924352854121414,1374.413865469621,False,10.121400133323515,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1373.0573,1256.5631,1491.0833,1196.167,1536.749,1369.2322,1244.1841,1000,0.17080143,supported_model_region
4.95,68.0,4.4,8.242424242424242,1.636363636363636,9.878787878787879,6.606060606060606,0.21279707558268865,2,True,True,True,True,0.0038891040137654,0.0018300790523353323,0.0020590249614300675,0.0009150395261676662,0.0038891040137654,0.005719183066100732,0.0018300790523353323,1.0,0.9922217919724692,1370.1753947795662,False,10.102591355894049,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1368.9348,1250.8629,1493.6221,1190.5754,1539.7957,1365.8875,1238.9474,1000,0.17733434,supported_model_region
4.95,68.0,4.45,8.242424242424242,1.6179775280898874,9.86040177051413,6.624446714334355,0.23886282373391643,2,True,True,True,True,0.003995850733601524,0.0018261708462079778,0.0021696798873935457,0.0009130854231039889,0.003995850733601524,0.005822021579809501,0.0018261708462079778,1.0,0.992008298532797,1365.942652266833,False,10.0842052476203,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1365.6307,1244.5544,1495.0269,1183.7039,1542.9651,1361.69,1235.479,1000,0.18341152,supported_model_region
4.95,68.0,4.5,8.242424242424242,1.5999999999999999,9.842424242424242,6.642424242424243,0.26431554871337454,1,True,True,True,True,0.004102597453437648,0.0018222626400806231,0.002280334813357025,0.0009111313200403116,0.004102597453437648,0.005924860093518272,0.0018222626400806231,1.0,0.9917948050931247,1361.7157282667229,False,10.066227719530412,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1361.2716,1237.6332,1495.5657,1176.9188,1546.1552,1358.6833,1230.7855,1000,0.18947908,supported_model_region
4.95,68.0,4.55,8.242424242424242,1.5824175824175823,9.824841824841824,6.66000666000666,0.24948944017692684,1,True,True,True,True,0.0042093441732737715,0.0018183544339532686,0.002390989739320503,0.0009091772169766343,0.0042093441732737715,0.00602769860722704,0.0018183544339532686,1.0,0.9915813116534524,1357.4947128862825,False,10.048645301947994,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1358.7036,1233.192,1498.3198,1170.2261,1549.5416,1355.4089,1224.113,1000,0.19513293,supported_model_region
4.95,68.0,4.6,8.242424242424242,1.565217391304348,9.80764163372859,6.6772068511198945,0.23666916524800388,1,True,True,True,True,0.004316090893109896,0.001814446227825914,0.0025016446652839815,0.000907223113912957,0.004316090893109896,0.00613053712093581,0.001814446227825914,1.0,0.9913678182137803,1353.2796959896473,False,10.03144511083476,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1356.4094,1227.178,1500.203,1165.4916,1552.3838,1352.1311,1217.7865,1000,0.20128511,supported_model_region
4.95,68.0,4.65,8.242424242424242,1.5483870967741933,9.790811339198436,6.694037145650049,0.22619603964221838,1,True,True,True,True,0.004422837612946021,0.0018105380216985594,0.002612299591247462,0.0009052690108492797,0.004422837612946021,0.006233375634644581,0.0018105380216985594,1.0,0.9911543247741079,1349.070767183377,False,10.014614816304606,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1354.2325,1221.9877,1502.0461,1159.4158,1557.4441,1347.4885,1214.6407,1000,0.20680235,supported_model_region
4.95,68.0,4.7,8.242424242424242,1.531914893617021,9.774339136041263,6.710509348807221,0.21840797712470966,1,True,True,True,True,0.004529584332782145,0.0018066298155712049,0.0027229545172109404,0.0009033149077856024,0.004529584332782145,0.00633621414835335,0.0018066298155712049,1.0,0.9909408313344357,1344.868015801781,False,9.998142613147433,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1351.9744,1215.7549,1505.3424,1153.2094,1562.3936,1342.5813,1208.9011,1000,0.21419601,supported_model_region
4.95,68.0,4.75,8.242424242424242,1.5157894736842104,9.758213716108452,6.726634768740032,0.2135988814222535,1,True,True,True,True,0.00463633105261827,0.0018027216094438504,0.002833609443174419,0.0009013608047219252,0.00463633105261827,0.006439052662062119,0.0018027216094438504,1.0,0.9907273378947635,1340.671530892244,False,9.982017193214622,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1348.8379,1210.0907,1507.1213,1147.0559,1568.2578,1339.7611,1202.6765,1000,0.22021227,supported_model_region
4.95,69.0,4.2,8.363636363636363,1.5714285714285712,9.935064935064934,6.792207792207792,0.11334828198840734,2,True,True,True,True,0.0034231448960444057,0.001843720871528107,0.0015794240245162988,0.0009218604357640535,0.0034231448960444057,0.005266865767572512,0.001843720871528107,1.0,0.9931537102079112,1389.7550118919519,False,10.158868412171104,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1385.3276,1277.1453,1493.0782,1210.6083,1536.7427,1382.0605,1263.6178,1000,0.15587142,supported_model_region
4.95,69.0,4.25,8.363636363636363,1.552941176470588,9.916577540106951,6.810695187165775,0.13813225550295233,2,True,True,True,True,0.00352989161588053,0.0018398126654007524,0.0016900789504797776,0.0009199063327003762,0.00352989161588053,0.0053697042812812824,0.0018398126654007524,1.0,0.992940216768239,1385.4918824921385,False,10.140381017213121,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1381.5027,1270.9594,1492.8138,1207.043,1536.5354,1377.9939,1257.0332,1000,0.16058926,supported_model_region
4.95,69.0,4.3,8.363636363636363,1.5348837209302326,9.898520084566595,6.828752642706131,0.16339598692192175,2,True,True,True,True,0.003636638335716654,0.001835904459273398,0.001800733876443256,0.000917952229636699,0.003636638335716654,0.005472542794990052,0.001835904459273398,1.0,0.9927267233285667,1381.2341812046147,False,10.122323561672765,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1377.9921,1264.8381,1492.9843,1203.2848,1539.9413,1376.0552,1251.1279,1000,0.16556418,supported_model_region
4.95,69.0,4.35,8.363636363636363,1.517241379310345,9.880877742946709,6.846394984326018,0.18894713182605147,2,True,True,True,True,0.0037433850555527778,0.0018319962531460434,0.0019113888024067343,0.0009159981265730217,0.0037433850555527778,0.005575381308698821,0.0018319962531460434,1.0,0.9925132298888945,1376.9819993477718,False,10.104681220052878,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1374.044,1260.0803,1492.6606,1197.8854,1539.4501,1371.9366,1245.5067,1000,0.16926701,supported_model_region
4.95,69.0,4.4,8.363636363636363,1.4999999999999998,9.863636363636363,6.863636363636363,0.21468309262641166,2,True,True,True,True,0.003850131775388904,0.0018280880470186887,0.002022043728370215,0.0009140440235093444,0.003850131775388904,0.0056782198224075925,0.0018280880470186887,1.0,0.9922997364492222,1372.7354280608035,False,10.087439840742533,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1370.5134,1253.4878,1495.7339,1192.1045,1540.2297,1368.2928,1241.3816,1000,0.17675573,supported_model_region
4.95,69.0,4.45,8.363636363636363,1.4831460674157302,9.846782431052093,6.880490296220633,0.2405445560498844,2,True,True,True,True,0.003956878495225028,0.0018241798408913342,0.0021326986543336937,0.0009120899204456671,0.003956878495225028,0.0057810583361163626,0.0018241798408913342,1.0,0.99208624300955,1368.4945582890625,False,10.070585908158263,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1367.8895,1246.5602,1496.1118,1185.6682,1545.4497,1363.7249,1236.2513,1000,0.18243551,supported_model_region
4.95,69.0,4.5,8.363636363636363,1.4666666666666666,9.83030303030303,6.8969696969696965,0.25235208576097945,1,True,True,True,True,0.004063625215061152,0.0018202716347639797,0.002243353580297172,0.0009101358173819899,0.004063625215061152,0.005883896849825132,0.0018202716347639797,1.0,0.9918727495698777,1364.2594807693833,False,10.0541065074092,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1363.5898,1240.1633,1496.8357,1179.2871,1548.6239,1359.999,1232.2336,1000,0.18823282,supported_model_region
4.95,69.0,4.55,8.363636363636363,1.4505494505494505,9.814185814185814,6.913086913086913,0.23677805357773513,1,True,True,True,True,0.004170371934897276,0.001816363428636625,0.002354008506260651,0.0009081817143183125,0.004170371934897276,0.005986735363533901,0.001816363428636625,1.0,0.9916592561302054,1360.0302860153784,False,10.037989291291984,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1359.9865,1234.4125,1499.2039,1172.9756,1551.4801,1356.7084,1226.9071,1000,0.19470148,supported_model_region
4.95,69.0,4.6,8.363636363636363,1.434782608695652,9.798418972332016,6.928853754940711,0.22322894004911506,1,True,True,True,True,0.004277118654733399,0.0018124552225092705,0.0024646634322241286,0.0009062276112546352,0.004277118654733399,0.00608957387724267,0.0018124552225092705,1.0,0.9914457626905332,1355.8070643027104,False,10.022222449438186,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1356.6396,1229.7922,1502.1232,1167.8069,1554.9171,1354.2073,1220.0514,1000,0.20073932,supported_model_region
4.95,69.0,4.65,8.363636363636363,1.4193548387096773,9.782991202346041,6.944281524926686,0.21209317350185616,1,True,True,True,True,0.004383865374569525,0.001808547016381916,0.0025753183581876094,0.000904273508190958,0.004383865374569525,0.006192412390951441,0.001808547016381916,1.0,0.991232269250861,1351.589905654355,False,10.006794679452211,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1354.7695,1224.2805,1502.426,1161.4865,1559.0621,1349.7454,1216.8558,1000,0.20530836,supported_model_region
4.95,69.0,4.7,8.363636363636363,1.404255319148936,9.767891682785299,6.959381044487428,0.20376680389104634,1,True,True,True,True,0.004490612094405649,0.0018046388102545613,0.0026859732841510876,0.0009023194051272806,0.004490612094405649,0.00629525090466021,0.0018046388102545613,1.0,0.9910187758111887,1347.3788998258458,False,9.991695159891469,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1352.9526,1217.0753,1506.3102,1154.9338,1563.8033,1345.3721,1211.0833,1000,0.21378048,supported_model_region
4.95,69.0,4.75,8.363636363636363,1.3894736842105262,9.753110047846889,6.974162679425837,0.19860349453396423,1,True,True,True,True,0.004597358814241773,0.0018007306041272068,0.002796628210114566,0.0009003653020636034,0.004597358814241773,0.006398089418368979,0.0018007306041272068,1.0,0.9908052823715164,1343.1741362905218,False,9.976913524953058,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1349.8184,1212.172,1508.2585,1148.0448,1570.0656,1341.5208,1205.0259,1000,0.21935289,supported_model_region
4.95,70.0,4.2,8.484848484848484,1.4285714285714286,9.913419913419913,7.056277056277056,0.1191283250737767,2,True,True,True,True,0.0033841726576679097,0.0018417298662114635,0.0015424427914564462,0.0009208649331057318,0.0033841726576679097,0.005225902523879373,0.0018417298662114635,1.0,0.9932316546846642,1392.3550557959481,False,10.137223390526083,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1387.39,1279.235,1495.4701,1213.2592,1538.3195,1384.2446,1266.3645,1000,0.15585747,supported_model_region
4.95,70.0,4.25,8.484848484848484,1.411764705882353,9.896613190730838,7.073083778966131,0.1429134171989908,2,True,True,True,True,0.0034909193775040336,0.0018378216600841088,0.0016530977174199248,0.0009189108300420544,0.0034909193775040336,0.005328741037588142,0.0018378216600841088,1.0,0.9930181612449919,1388.0838979744854,False,10.120416667837008,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1383.0234,1273.3219,1494.7798,1209.7075,1540.4747,1379.255,1259.094,1000,0.16012591,supported_model_region
4.95,70.0,4.3,8.484848484848484,1.3953488372093024,9.880197322057787,7.089499647639182,0.167457377703548,2,True,True,True,True,0.003597666097340158,0.0018339134539567543,0.0017637526433834036,0.0009169567269783771,0.003597666097340158,0.005431579551296912,0.0018339134539567543,1.0,0.9928046678053196,1383.8181401682534,False,10.104000799163957,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1379.9749,1266.3232,1494.2446,1205.0681,1540.7603,1377.0585,1254.0071,1000,0.16516343,supported_model_region
4.95,70.0,4.35,8.484848484848484,1.3793103448275863,9.864158829676072,7.105538140020898,0.19247011048589124,2,True,True,True,True,0.0037044128171762817,0.0018300052478293998,0.001874407569346882,0.0009150026239146999,0.0037044128171762817,0.0055344180650056815,0.0018300052478293998,1.0,0.9925911743656475,1379.5578740814335,False,10.087962306782241,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1375.8325,1260.9573,1493.8191,1199.69,1541.38,1373.513,1248.2999,1000,0.16925158,supported_model_region
4.95,70.0,4.4,8.484848484848484,1.3636363636363635,9.848484848484848,7.121212121212121,0.21779016292018416,2,True,True,True,True,0.0038111595370124074,0.001826097041702045,0.0019850624953103623,0.0009130485208510225,0.0038111595370124074,0.0056372565787144524,0.001826097041702045,1.0,0.9923776809259751,1375.3031912442996,False,10.072288325591018,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1372.219,1255.6764,1496.9993,1193.1895,1541.2401,1370.718,1243.7909,1000,0.17586324,supported_model_region
4.95,70.0,4.45,8.484848484848484,1.348314606741573,9.833163091590057,7.136533878106912,0.24332161484421372,2,True,True,True,True,0.003917906256848532,0.0018221888355746906,0.002095717421273841,0.0009110944177873453,0.003917906256848532,0.0057400950924232225,0.0018221888355746906,1.0,0.992164187486303,1371.0541829985095,False,10.056966568696227,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1369.3151,1248.6567,1497.9462,1186.744,1545.7349,1366.2179,1238.5826,1000,0.1820541,supported_model_region
4.95,70.0,4.5,8.484848484848484,1.3333333333333333,9.818181818181818,7.151515151515151,0.24091062867014632,1,True,True,True,True,0.004024652976684655,0.001818280629447336,0.002206372347237319,0.000909140314723668,0.004024652976684655,0.005842933606131992,0.001818280629447336,1.0,0.9919506940466307,1366.810940482363,False,10.041985295287988,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1365.8816,1242.0836,1498.571,1180.3538,1550.2086,1361.6443,1234.6935,1000,0.1877816,supported_model_region
4.95,70.0,4.55,8.484848484848484,1.3186813186813187,9.803529803529804,7.166167166167166,0.22454443318503625,1,True,True,True,True,0.004131399696520779,0.0018143724233199816,0.002317027273200798,0.0009071862116599908,0.004131399696520779,0.005945772119840761,0.0018143724233199816,1.0,0.9917372006069584,1362.5735546160267,False,10.027333280635974,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1361.8116,1236.5078,1500.0051,1175.5638,1552.753,1358.1511,1229.0605,1000,0.19349028,supported_model_region
4.95,70.0,4.6,8.484848484848484,1.3043478260869565,9.789196310935441,7.180500658761527,0.21020826694918496,1,True,True,True,True,0.004238146416356904,0.001810464217192627,0.0024276821991642767,0.0009052321085963135,0.004238146416356904,0.006048610633549531,0.001810464217192627,1.0,0.9915237071672862,1358.3421160867379,False,10.012999788041611,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1358.7246,1231.3254,1503.155,1170.045,1556.9725,1355.2834,1223.2501,1000,0.20006232,supported_model_region
4.95,70.0,4.65,8.484848484848484,1.2903225806451613,9.775171065493646,7.194525904203323,0.19834280945982605,1,True,True,True,True,0.004344893136193029,0.0018065560110652724,0.0025383371251277566,0.0009032780055326362,0.004344893136193029,0.006151449147258301,0.0018065560110652724,1.0,0.991310213727614,1354.1167153339877,False,9.998974542599816,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1356.0726,1226.2153,1503.7711,1163.314,1560.736,1351.9453,1218.5663,1000,0.2046762,supported_model_region
4.95,70.0,4.7,8.484848484848484,1.276595744680851,9.761444229529335,7.208252740167634,0.1894129514745508,1,True,True,True,True,0.004451639856029153,0.0018026478049379179,0.0026489920510912356,0.0009013239024689589,0.004451639856029153,0.006254287660967072,0.0018026478049379179,1.0,0.9910967202879416,1349.8974425346946,False,9.985247706635505,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1353.9631,1221.0454,1506.9419,1156.3469,1565.2163,1347.6753,1213.0156,1000,0.2111553,supported_model_region
4.95,71.0,4.35,8.606060606060604,1.2413793103448276,9.847439916405431,7.364681295715776,0.1972966248005146,2,True,True,True,True,0.0036654405787997857,0.0018280142425127562,0.0018374263362870295,0.0009140071212563781,0.0036654405787997857,0.005493454821312542,0.0018280142425127562,1.0,0.9926691188424004,1382.1415190805585,False,10.071243393511601,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1377.7014,1262.5078,1495.9067,1200.7866,1544.9983,1374.7645,1250.5862,1000,0.16941184,supported_model_region
4.95,71.0,4.4,8.606060606060604,1.227272727272727,9.83333333333333,7.378787878787877,0.22206703895901392,2,True,True,True,True,0.0037721872986359113,0.0018241060363854017,0.0019480812622505097,0.0009120530181927008,0.0037721872986359113,0.005596293335021313,0.0018241060363854017,1.0,0.9924556254027282,1377.8787137906202,False,10.0571368104395,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1374.7314,1256.6208,1498.2595,1194.2761,1541.5203,1372.3542,1246.168,1000,0.17577155,supported_model_region
4.95,71.0,4.45,8.606060606060604,1.2134831460674156,9.81954375212802,7.392577459993188,0.2471570815850109,2,True,True,True,True,0.003878934018472035,0.0018201978302580472,0.002058736188213988,0.0009100989151290236,0.003878934018472035,0.005699131848730082,0.0018201978302580472,1.0,0.9922421319630559,1373.6215559050095,False,10.04334722923419,physical_offset,5C_67PER_4C_NEWSTRUCTURE,S4,1000,1371.4954,1250.8534,1499.3335,1187.9728,1545.9893,1368.3369,1239.6676,1000,0.18117459,supported_model_region
4.95,71.0,4.5,8.606060606060604,1.2,9.806060606060603,7.406060606060604,0.23006906951313016,1,True,True,True,True,0.0039856807383081595,0.0018162896241306925,0.002169391114177467,0.0009081448120653462,0.0039856807383081595,0.0058019703624388515,0.0018162896241306925,1.0,0.9920286385233836,1369.370136963401,False,10.029864083166773,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1367.7582,1244.6785,1500.1417,1181.4409,1550.4991,1363.9974,1235.3267,1000,0.18677516,supported_model_region
4.95,71.0,4.55,8.606060606060604,1.1868131868131868,9.79287379287379,7.419247419247417,0.212870966115113,1,True,True,True,True,0.004092427458144283,0.001812381418003338,0.0022800460401409452,0.000906190709001669,0.004092427458144283,0.005904808876147621,0.001812381418003338,1.0,0.9918151450837115,1365.1245482924842,False,10.01667726997996,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1362.5413,1238.4329,1501.6146,1178.5112,1554.693,1359.9734,1231.4132,1000,0.19315508,supported_model_region
4.95,71.0,4.6,8.606060606060604,1.1739130434782608,9.779973649538864,7.432147562582343,0.19769006356964985,1,True,True,True,True,0.004199174177980407,0.0018084732118759834,0.002390700966104424,0.0009042366059379917,0.004199174177980407,0.006007647389856391,0.0018084732118759834,1.0,0.9916016516440391,1360.8848809910937,False,10.003777126645033,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1360.6458,1233.1847,1503.6724,1171.8154,1558.0605,1356.7104,1224.6028,1000,0.1987936,supported_model_region
4.95,71.0,4.65,8.606060606060604,1.161290322580645,9.76735092864125,7.444770283479959,0.1850235547296864,1,True,True,True,True,0.0043059208978165325,0.0018045650057486287,0.0025013558920679037,0.0009022825028743144,0.0043059208978165325,0.006110485903565161,0.0018045650057486287,1.0,0.991388158204367,1356.651225915321,False,9.99115440574742,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1357.0671,1227.6229,1506.406,1164.759,1562.3511,1353.8816,1220.2758,1000,0.20543057,supported_model_region
4.95,71.0,4.7,8.606060606060604,1.1489361702127658,9.75499677627337,7.457124435847838,0.17541696590322425,1,True,True,True,True,0.004412667617652657,0.0018006567996212742,0.0026120108180313828,0.0009003283998106371,0.004412667617652657,0.006213324417273932,0.0018006567996212742,1.0,0.9911746647646947,1352.4236736636092,False,9.97880025337954,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1354.684,1223.0723,1508.2413,1157.774,1567.3713,1350.0015,1214.3312,1000,0.21050598,supported_model_region
4.95,72.0,4.55,8.727272727272727,1.054945054945055,9.782217782217781,7.672327672327672,0.20185485844348142,1,True,True,True,True,0.0040534552197677865,0.0018103904126866943,0.0022430648070810924,0.0009051952063433472,0.0040534552197677865,0.005863845632454481,0.0018103904126866943,1.0,0.9918930895604644,1367.6832967812873,False,10.006021259323951,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1365.3351,1240.4464,1503.229,1179.2538,1556.0212,1361.4994,1232.788,1000,0.19246747,supported_model_region
4.95,72.0,4.6,8.727272727272727,1.0434782608695652,9.770750988142291,7.683794466403161,0.18577593196275055,1,True,True,True,True,0.004160201939603911,0.0018064822065593398,0.002353719733044571,0.0009032411032796699,0.004160201939603911,0.005966684146163251,0.0018064822065593398,1.0,0.9916795961207923,1363.4353887981615,False,9.994554465248461,physical_offset,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,1000,1362.3755,1234.9243,1505.6464,1173.2831,1559.1436,1358.2406,1227.6179,1000,0.19871324,supported_model_region
5.0,24.0,5.0,2.88,6.720000000000001,9.600000000000001,-3.8400000000000007,0.38828204356554963,4,True,True,True,True,0.006770851217043026,0.0018742458560992825,0.004896605360943744,0.0009371229280496412,0.006770851217043026,0.008645097073142309,0.0018742458560992825,1.0,0.986458297565914,1222.8070319978326,False,9.823803477106171,physical_offset,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,1000,1243.5793,1081.2407,1470.0212,1024.5529,1548.9556,1238.6572,1074.6974,1000,0.31263024,supported_model_region
