response,predictor,standardized_beta,alpha,iteration
R100,C2,0.23747485205512295,10.0,291
A,C1,0.2544419752520926,10.0,291
A,Q1,0.01664026903712922,10.0,291
A,C2,-0.2589048989717078,10.0,291
R100,C1,-0.26179024303538173,10.0,292
R100,Q1,-0.06986028374993769,10.0,292
R100,C2,0.2565854174315355,10.0,292
A,C1,0.03955566904800879,10.0,292
A,Q1,0.020578661512425264,10.0,292
A,C2,-0.04123938275558891,10.0,292
R100,C1,-0.270592673459441,10.0,294
R100,Q1,-0.02132827707316795,10.0,294
R100,C2,0.27502291272346424,10.0,294
A,C1,0.1432581589405818,10.0,294
A,Q1,-0.13668201293523952,10.0,294
A,C2,-0.05910146558780046,10.0,294
R100,C1,0.2362442399238358,10.0,295
R100,Q1,-0.19923050182624732,10.0,295
R100,C2,-0.14187136198285988,10.0,295
A,C1,-0.012789694796043066,10.0,295
A,Q1,0.039139888618911226,10.0,295
A,C2,-0.2862706272235776,10.0,295
R100,C1,0.2684613459503196,10.0,296
R100,Q1,-0.20731298364240777,10.0,296
R100,C2,-0.10833082212473225,10.0,296
A,C1,0.12533551750192845,10.0,296
A,Q1,-0.2231402181379791,10.0,296
A,C2,-0.027410464801806568,10.0,296
R100,C1,0.03691991736803661,10.0,297
R100,Q1,-0.12347149392684348,10.0,297
R100,C2,0.1349091124389784,10.0,297
A,C1,-0.19062316146518887,10.0,297
A,Q1,0.020862867371503162,10.0,297
A,C2,0.014522327979992773,10.0,297
R100,C1,-0.28214227843361495,10.0,299
R100,Q1,-0.019180300106836152,10.0,299
R100,C2,0.2590591330192556,10.0,299
A,C1,0.25103675720138535,10.0,299
A,Q1,0.016072484860670373,10.0,299
A,C2,-0.22409228144582907,10.0,299
R100,C1,-0.2235551694882143,10.0,300
R100,Q1,-0.2241011941743878,10.0,300
R100,C2,0.20889799114169524,10.0,300
A,C1,0.26644582041101045,10.0,300
A,Q1,0.05806851107166693,10.0,300
A,C2,-0.2486357467512912,10.0,300
R100,C1,0.000552063885460563,10.0,302
R100,Q1,0.003797128673026339,10.0,302
R100,C2,-0.09459043149065134,10.0,302
A,C1,-0.19534786032812285,10.0,302
A,Q1,0.19921027684900328,10.0,302
A,C2,-0.13708073573580393,10.0,302
R100,C1,-0.2795444572971345,10.0,303
R100,Q1,-0.005735840952296846,10.0,303
R100,C2,0.26397922823708003,10.0,303
A,C1,-0.15091336620640816,10.0,303
A,Q1,-0.08440672789299071,10.0,303
A,C2,0.18599160762775682,10.0,303
R100,C1,-0.22395366229275557,10.0,304
R100,Q1,-0.2255968821000947,10.0,304
R100,C2,0.20432961475476052,10.0,304
A,C1,0.23494922978180025,10.0,304
A,Q1,0.13146586874171234,10.0,304
A,C2,-0.25114239921953774,10.0,304
R100,C1,-0.2409996103087126,10.0,306
R100,Q1,-0.1884600132023514,10.0,306
R100,C2,0.21440237143265617,10.0,306
A,C1,0.13865918402867125,10.0,306
A,Q1,-0.2731848230515316,10.0,306
A,C2,-0.15389643137300338,10.0,306
R100,C1,-0.27672359282596937,10.0,307
R100,Q1,-0.05785625644523465,10.0,307
R100,C2,0.2608781489699572,10.0,307
A,C1,0.14050474824668138,10.0,307
A,Q1,-0.03563207844508654,10.0,307
A,C2,-0.08795771752013304,10.0,307
R100,C1,-0.2514330543001697,10.0,308
R100,Q1,-0.13872074473652862,10.0,308
R100,C2,0.2493603292903637,10.0,308
A,C1,0.09077634562001909,10.0,308
A,Q1,0.20993021121291566,10.0,308
A,C2,-0.1463610406589004,10.0,308
R100,C1,-0.25535564121732157,10.0,309
R100,Q1,-0.1317511992858262,10.0,309
R100,C2,0.24191132514797223,10.0,309
A,C1,-0.2612020057010836,10.0,309
A,Q1,-0.10414852712255147,10.0,309
A,C2,0.2158018352721395,10.0,309
R100,C1,-0.27078687840404436,10.0,310
R100,Q1,-0.049771969063970474,10.0,310
R100,C2,0.2609419532326268,10.0,310
A,C1,0.2366287366658917,10.0,310
A,Q1,-0.06336814814846359,10.0,310
A,C2,-0.19059566301913142,10.0,310
R100,C1,-0.2558312326205291,10.0,312
R100,Q1,-0.13315958474863387,10.0,312
R100,C2,0.23590178627888891,10.0,312
A,C1,0.15281951469701446,10.0,312
A,Q1,-0.1857708473636952,10.0,312
A,C2,-0.13455598812465747,10.0,312
R100,C1,0.19740666001493193,10.0,313
R100,Q1,-0.2546438511684932,10.0,313
R100,C2,0.18060849449256763,10.0,313
A,C1,0.03601936343235791,10.0,313
A,Q1,-0.1366128403673936,10.0,313
A,C2,0.32186737810387583,10.0,313
R100,C1,0.20436233155224157,10.0,315
R100,Q1,-0.2573183459880422,10.0,315
R100,C2,0.009888966273619083,10.0,315
A,C1,0.05577250824313971,10.0,315
A,Q1,-0.10827197757678175,10.0,315
A,C2,-0.04865952634461803,10.0,315
R100,C1,-0.2567819251349469,10.0,316
R100,Q1,-0.11857550849455682,10.0,316
R100,C2,0.24650826287712627,10.0,316
A,C1,0.10300812302060133,10.0,316
A,Q1,-0.1633635989323316,10.0,316
A,C2,-0.071289778986692,10.0,316
R100,C1,-0.2608157648319572,10.0,317
R100,Q1,-0.0980273015688056,10.0,317
R100,C2,0.24342805359762298,10.0,317
A,C1,0.0652172214287416,10.0,317
A,Q1,-0.031009265937362345,10.0,317
A,C2,-0.034731084539757325,10.0,317
R100,C1,-0.2275960770966048,10.0,318
R100,Q1,-0.23129170408084426,10.0,318
R100,C2,0.19813710635266335,10.0,318
A,C1,-0.17507124965105145,10.0,318
A,Q1,-0.16901756699887602,10.0,318
A,C2,0.11435100947526868,10.0,318
R100,C1,-0.27236400799633415,10.0,319
R100,Q1,-0.07731358697701443,10.0,319
R100,C2,0.25796657631354963,10.0,319
A,C1,0.19299523300361474,10.0,319
A,Q1,0.17076759573306835,10.0,319
A,C2,-0.25827308279627376,10.0,319
R100,C1,-0.26702473481245037,10.0,320
R100,Q1,-0.0858533898893594,10.0,320
R100,C2,0.2616690789949099,10.0,320
A,C1,-0.2674339943657101,10.0,320
A,Q1,-0.04033426055118388,10.0,320
A,C2,0.21898699995197568,10.0,320
R100,C1,-0.2518431161897269,10.0,321
R100,Q1,-0.10600686305994866,10.0,321
R100,C2,0.2512115065076441,10.0,321
A,C1,0.24565709675335004,10.0,321
A,Q1,-0.055340697852143794,10.0,321
A,C2,-0.20966299005388633,10.0,321
R100,C1,-0.24682855463038814,10.0,322
R100,Q1,-0.1743438131621264,10.0,322
R100,C2,0.22575398517116854,10.0,322
A,C1,0.23731557085424573,10.0,322
A,Q1,0.135843306451125,10.0,322
A,C2,-0.26902482318141047,10.0,322
R100,C1,0.2413826283529992,10.0,323
R100,Q1,-0.2521854062382072,10.0,323
R100,C2,0.0032161279879440344,10.0,323
A,C1,0.20569561195851543,10.0,323
A,Q1,-0.24021830716175915,10.0,323
A,C2,0.08340272591531188,10.0,323
R100,C1,0.07476980182086665,10.0,324
R100,Q1,-0.1496111735316876,10.0,324
R100,C2,0.20152575348299234,10.0,324
A,C1,0.0481183568786345,10.0,324
A,Q1,-0.10628757742981898,10.0,324
A,C2,0.14774618418110583,10.0,324
R100,C1,-0.23109419170029316,10.0,325
R100,Q1,-0.20643138563267815,10.0,325
R100,C2,0.21703995930032716,10.0,325
A,C1,0.004648479094609533,10.0,325
A,Q1,-0.03595467793560206,10.0,325
A,C2,-0.16807439389549308,10.0,325
R100,C1,-0.24956054461750807,10.0,327
R100,Q1,-0.10534102539725265,10.0,327
R100,C2,0.2582899998197927,10.0,327
A,C1,0.11518151884033878,10.0,327
A,Q1,-0.1258304304054116,10.0,327
A,C2,-0.08182043897798585,10.0,327
R100,C1,-0.24504223262833444,10.0,328
R100,Q1,-0.17830495365864588,10.0,328
R100,C2,0.22259716702181495,10.0,328
A,C1,0.20255646249186782,10.0,328
A,Q1,-0.0682675687101001,10.0,328
A,C2,-0.17994686851699745,10.0,328
R100,C1,0.13734405775478042,10.0,329
R100,Q1,-0.19778317834348697,10.0,329
R100,C2,-0.010447051006359778,10.0,329
A,C1,-0.18522536584028454,10.0,329
A,Q1,0.17765887556930948,10.0,329
A,C2,-0.1311118812265591,10.0,329
R100,C1,-0.23894438349481456,10.0,332
R100,Q1,-0.17697070115038865,10.0,332
R100,C2,0.2387336120083565,10.0,332
A,C1,-0.2296509785335568,10.0,332
A,Q1,-0.18668975140904706,10.0,332
A,C2,0.18897810342028956,10.0,332
R100,C1,-0.26003176838302466,10.0,335
R100,Q1,-0.11296402509495157,10.0,335
R100,C2,0.2519266870599126,10.0,335
A,C1,0.2266985722645587,10.0,335
A,Q1,-0.17772494171391567,10.0,335
A,C2,-0.1768070270161986,10.0,335
R100,C1,-0.22195574004152963,10.0,338
R100,Q1,-0.20752075318565763,10.0,338
R100,C2,0.22699554340642947,10.0,338
A,C1,0.2528068600923746,10.0,338
A,Q1,0.07208565977664486,10.0,338
A,C2,-0.27793212834049663,10.0,338
R100,C1,0.2587635777356605,10.0,339
R100,Q1,-0.22411055644074693,10.0,339
R100,C2,-0.024736292357743286,10.0,339
A,C1,0.0886682667595651,10.0,339
A,Q1,-0.1503097277264254,10.0,339
A,C2,0.13180235389817943,10.0,339
R100,C1,0.20617452557753807,10.0,340
R100,Q1,-0.21916855658167755,10.0,340
R100,C2,-0.1904680358379717,10.0,340
A,C1,0.20916897887716657,10.0,340
A,Q1,-0.22748772853506677,10.0,340
A,C2,-0.10012305874546856,10.0,340
R100,C1,-0.24217062180353438,10.0,341
R100,Q1,-0.18641916350505014,10.0,341
R100,C2,0.22418186927799405,10.0,341
A,C1,-0.09785083780846211,10.0,341
A,Q1,-0.25224171184806266,10.0,341
A,C2,0.10489630926589524,10.0,341
R100,C1,0.24409032033412778,10.0,342
R100,Q1,-0.22969560849478884,10.0,342
R100,C2,-0.17970592937655272,10.0,342
A,C1,0.2148448741766387,10.0,342
A,Q1,-0.1945502749546451,10.0,342
A,C2,-0.23456784465646266,10.0,342
R100,C1,-0.25683557577296534,10.0,343
R100,Q1,-0.14359290512521386,10.0,343
R100,C2,0.22997416208276927,10.0,343
A,C1,0.22116949901370525,10.0,343
A,Q1,0.006895626950027719,10.0,343
A,C2,-0.19911845155357333,10.0,343
R100,C1,-0.22940990144186246,10.0,344
R100,Q1,-0.19985556040737615,10.0,344
R100,C2,0.21742168902983283,10.0,344
A,C1,0.1034093325839144,10.0,344
A,Q1,0.217662619094826,10.0,344
A,C2,-0.12181207408261434,10.0,344
R100,C1,-0.27795958394110426,10.0,345
R100,Q1,-0.02796960193500937,10.0,345
R100,C2,0.2621906499051287,10.0,345
A,C1,-0.24637667922019874,10.0,345
A,Q1,-0.11542111177165996,10.0,345
A,C2,0.25682619633526155,10.0,345
R100,C1,0.2522855222090089,10.0,346
R100,Q1,-0.26274589500744633,10.0,346
R100,C2,0.05862276929525653,10.0,346
A,C1,0.19977018112889453,10.0,346
A,Q1,-0.18956628465423409,10.0,346
A,C2,-0.03045845295784068,10.0,346
R100,C1,0.2750819399744824,10.0,347
R100,Q1,-0.2610766263849723,10.0,347
R100,C2,-0.03537460484567421,10.0,347
A,C1,0.18346460448594495,10.0,347
A,Q1,-0.08484221084368075,10.0,347
A,C2,-0.10662356862851446,10.0,347
R100,C1,-0.25495553744527283,10.0,349
R100,Q1,-0.13166039709691588,10.0,349
R100,C2,0.2486953584425596,10.0,349
A,C1,0.06087050328421954,10.0,349
A,Q1,0.27690482420380746,10.0,349
A,C2,-0.15337885406851967,10.0,349
R100,C1,-0.2551649884961708,10.0,350
R100,Q1,-0.10240577805558408,10.0,350
R100,C2,0.2619597157845919,10.0,350
A,C1,-0.1346530896485607,10.0,350
A,Q1,0.13047305889807512,10.0,350
A,C2,0.11404785411511359,10.0,350
R100,C1,-0.24749411066393626,10.0,351
R100,Q1,-0.14588024596153804,10.0,351
R100,C2,0.23351584659198704,10.0,351
A,C1,0.13210063003511163,10.0,351
A,Q1,-0.010706274599323454,10.0,351
A,C2,-0.10681490974271259,10.0,351
R100,C1,-0.275577228535543,10.0,352
R100,Q1,-0.026853332478721428,10.0,352
R100,C2,0.2689977896094487,10.0,352
A,C1,0.10192014477462918,10.0,352
A,Q1,0.07431416684493912,10.0,352
A,C2,-0.1434916885739385,10.0,352
R100,C1,-0.24022625098267203,10.0,353
R100,Q1,-0.15266062259425328,10.0,353
R100,C2,0.2381124896039808,10.0,353
A,C1,0.19972780311570065,10.0,353
A,Q1,-0.26112514220670435,10.0,353
A,C2,-0.1296577399892342,10.0,353
R100,C1,-0.0893348763596451,10.0,354
R100,Q1,-0.03648676631642991,10.0,354
R100,C2,0.032671448114875934,10.0,354
A,C1,-0.1870193834800659,10.0,354
A,Q1,0.14677465313976454,10.0,354
A,C2,-0.17351763479953608,10.0,354
R100,C1,-0.2689586959835284,10.0,355
R100,Q1,-0.05704932972174742,10.0,355
R100,C2,0.26335834857129203,10.0,355
A,C1,0.05843327620825146,10.0,355
A,Q1,-0.24403759425022883,10.0,355
A,C2,0.028937305717986157,10.0,355
R100,C1,-0.21948212844682713,10.0,356
R100,Q1,-0.22957047383172802,10.0,356
R100,C2,0.1950969496194673,10.0,356
A,C1,0.18362886350394206,10.0,356
A,Q1,0.11594700402046566,10.0,356
A,C2,-0.18677697867679138,10.0,356
R100,C1,-0.2463530066872075,10.0,358
R100,Q1,-0.18137649818593543,10.0,358
R100,C2,0.22401470334208326,10.0,358
A,C1,-0.2739636424746162,10.0,358
A,Q1,-0.08439490514779939,10.0,358
A,C2,0.17284059700769325,10.0,358
R100,C1,0.19652486540964606,10.0,360
R100,Q1,-0.229676959914517,10.0,360
R100,C2,-0.07809538879318674,10.0,360
A,C1,0.18618739794251354,10.0,360
A,Q1,-0.22796033114473735,10.0,360
A,C2,-0.012029486265270778,10.0,360
R100,C1,-0.25912042591010104,10.0,361
R100,Q1,-0.1266343523689654,10.0,361
R100,C2,0.2403950489823841,10.0,361
A,C1,0.1674932449117681,10.0,361
A,Q1,-0.030646628053312957,10.0,361
A,C2,-0.11668140083558103,10.0,361
R100,C1,-0.276223316231661,10.0,362
R100,Q1,-0.037659492826212955,10.0,362
R100,C2,0.2640793478332879,10.0,362
A,C1,0.24001159090277574,10.0,362
A,Q1,0.05694874535621334,10.0,362
A,C2,-0.24688120931610238,10.0,362
R100,C1,0.17290101637784078,10.0,363
R100,Q1,-0.2047095118442371,10.0,363
R100,C2,-0.22496525958895028,10.0,363
A,C1,0.10887448166426976,10.0,363
A,Q1,-0.1576619525597272,10.0,363
A,C2,-0.25501672476906295,10.0,363
R100,C1,0.2469218759326955,10.0,364
R100,Q1,-0.2621154167045871,10.0,364
R100,C2,0.006007017134342142,10.0,364
A,C1,0.10763192724036522,10.0,364
A,Q1,-0.06495643397074599,10.0,364
A,C2,-0.23926150063288648,10.0,364
R100,C1,0.26600923097558016,10.0,365
R100,Q1,-0.25632516771766223,10.0,365
R100,C2,-0.03555391721949748,10.0,365
A,C1,0.1654657345663934,10.0,365
A,Q1,-0.07868664439926949,10.0,365
A,C2,-0.20954432739781817,10.0,365
R100,C1,0.25797168844817736,10.0,367
R100,Q1,-0.25391216336435574,10.0,367
R100,C2,-0.023032199022552637,10.0,367
A,C1,0.03064462628451034,10.0,367
A,Q1,-0.014657716781247056,10.0,367
A,C2,-0.3024779627390287,10.0,367
R100,C1,-0.24053028494420456,10.0,369
R100,Q1,-0.18502001457814687,10.0,369
R100,C2,0.23099055725310458,10.0,369
A,C1,0.2366140076776207,10.0,369
A,Q1,0.18182627127469128,10.0,369
A,C2,-0.22360766276571378,10.0,369
R100,C1,-0.25246686122366135,10.0,370
R100,Q1,-0.1332262949198079,10.0,370
R100,C2,0.2535786976944945,10.0,370
A,C1,0.2397974421756805,10.0,370
A,Q1,0.16771345244398247,10.0,370
A,C2,-0.21623417024752464,10.0,370
R100,C1,-0.21839473678602797,10.0,371
R100,Q1,-0.21164742127124422,10.0,371
R100,C2,0.2052312071894371,10.0,371
A,C1,0.05838574123764584,10.0,371
A,Q1,-0.018061117439051814,10.0,371
A,C2,-0.08767401019310259,10.0,371
R100,C1,0.2591820838317243,10.0,372
R100,Q1,-0.2690650090493384,10.0,372
R100,C2,0.029896836931738897,10.0,372
A,C1,0.16341101562867444,10.0,372
A,Q1,-0.1377350061537976,10.0,372
A,C2,-0.07409946939712576,10.0,372
R100,C1,-0.25013063147132086,10.0,373
R100,Q1,-0.14493725099376484,10.0,373
R100,C2,0.241310474806319,10.0,373
A,C1,0.006429192842999031,10.0,373
A,Q1,-0.10116471890694685,10.0,373
A,C2,-0.1646543469483746,10.0,373
R100,C1,-0.2555939960630957,10.0,375
R100,Q1,-0.14658343509073968,10.0,375
R100,C2,0.2296078756867632,10.0,375
A,C1,-0.04162088812407247,10.0,375
A,Q1,-0.19510365708249935,10.0,375
A,C2,0.039118985624416985,10.0,375
R100,C1,-0.25198299793118695,10.0,377
R100,Q1,-0.13698450990570796,10.0,377
R100,C2,0.24468933819486602,10.0,377
A,C1,0.22423264818290875,10.0,377
A,Q1,-0.1374366324329634,10.0,377
A,C2,-0.044315297617063494,10.0,377
R100,C1,-0.26441532030873927,10.0,378
R100,Q1,-0.10496760241781564,10.0,378
R100,C2,0.2546736425554161,10.0,378
A,C1,0.21351361444159042,10.0,378
A,Q1,-0.18663429435994958,10.0,378
A,C2,-0.035545062161163904,10.0,378
R100,C1,-0.22627794047258865,10.0,379
R100,Q1,-0.21967065788836893,10.0,379
R100,C2,0.2077189698989826,10.0,379
A,C1,0.22141067786768098,10.0,379
A,Q1,0.2224729104767874,10.0,379
A,C2,-0.1846557194386055,10.0,379
R100,C1,0.21212204012047958,10.0,380
R100,Q1,-0.21901020969300175,10.0,380
R100,C2,-0.20816391633406123,10.0,380
A,C1,0.1478619430568311,10.0,380
A,Q1,-0.16129219152098806,10.0,380
A,C2,-0.26978922455047977,10.0,380
R100,C1,0.242253543485122,10.0,381
R100,Q1,-0.2551488169968457,10.0,381
R100,C2,-0.014021333019042966,10.0,381
A,C1,0.2231712390180793,10.0,381
A,Q1,-0.21811295361934657,10.0,381
A,C2,-0.002349619078786228,10.0,381
R100,C1,-0.255885090549086,10.0,383
R100,Q1,-0.14809709737800897,10.0,383
R100,C2,0.23293499581903065,10.0,383
A,C1,0.24742311137513426,10.0,383
A,Q1,-0.1421746912887507,10.0,383
A,C2,-0.03220084628834252,10.0,383
R100,C1,-0.2462905199651948,10.0,384
R100,Q1,-0.1714904029210532,10.0,384
R100,C2,0.2240505437211475,10.0,384
A,C1,0.2764875146037108,10.0,384
A,Q1,-0.10949654428008299,10.0,384
A,C2,-0.10379197845730889,10.0,384
R100,C1,-0.25453369736336595,10.0,385
R100,Q1,-0.12057303768403221,10.0,385
R100,C2,0.2577586394598265,10.0,385
A,C1,0.26603565974151006,10.0,385
A,Q1,0.05774720663813545,10.0,385
A,C2,-0.22515337819213924,10.0,385
R100,C1,-0.2324206653241889,10.0,386
R100,Q1,-0.16499499185996305,10.0,386
R100,C2,0.255520372312089,10.0,386
A,C1,-0.005878785998018145,10.0,386
A,Q1,-0.3216739056643887,10.0,386
A,C2,0.06385423148691066,10.0,386
R100,C1,-0.27075042007964667,10.0,387
R100,Q1,-0.06794700099098129,10.0,387
R100,C2,0.26443139284860373,10.0,387
A,C1,0.11172559093269649,10.0,387
A,Q1,-0.13786563727449663,10.0,387
A,C2,-0.04731905492757495,10.0,387
R100,C1,0.16710551234461699,10.0,388
R100,Q1,-0.16717271863778121,10.0,388
R100,C2,-0.05481162637644576,10.0,388
A,C1,-0.07626788988492841,10.0,388
A,Q1,0.08639301157494403,10.0,388
A,C2,-0.20204425014435545,10.0,388
R100,C1,-0.24642966329665675,10.0,389
R100,Q1,-0.14820439918939043,10.0,389
R100,C2,0.24553747402623105,10.0,389
A,C1,0.024691379097508265,10.0,389
A,Q1,0.014676421589825246,10.0,389
A,C2,-0.20845194582916976,10.0,389
R100,C1,-0.23375175982078014,10.0,390
R100,Q1,-0.1725081023521654,10.0,390
R100,C2,0.23085622013691728,10.0,390
A,C1,0.1902132804025324,10.0,390
A,Q1,-0.26834691428634655,10.0,390
A,C2,-0.12547512324287438,10.0,390
R100,C1,-0.23150625097831187,10.0,391
R100,Q1,-0.18962649542881088,10.0,391
R100,C2,0.2342357312416583,10.0,391
A,C1,-0.19539510607726554,10.0,391
A,Q1,-0.12269816693070805,10.0,391
A,C2,0.17617798516933464,10.0,391
R100,C1,-0.24867959656766764,10.0,392
R100,Q1,-0.13393831339547504,10.0,392
R100,C2,0.2581130383923979,10.0,392
A,C1,0.15430567457917949,10.0,392
A,Q1,-0.049148863420228936,10.0,392
A,C2,-0.09263960717652672,10.0,392
R100,C1,0.2500517607185363,10.0,393
R100,Q1,-0.24290939770654676,10.0,393
R100,C2,-0.06557785647186318,10.0,393
A,C1,0.08268966298201401,10.0,393
A,Q1,-0.1595016405180908,10.0,393
A,C2,-0.1821306736694864,10.0,393
R100,C1,-0.2549961229422069,10.0,394
R100,Q1,-0.10515440777067926,10.0,394
R100,C2,0.25162353514010233,10.0,394
A,C1,-0.102979057188589,10.0,394
A,Q1,-0.2485073052532146,10.0,394
A,C2,0.15477253027930263,10.0,394
R100,C1,-0.24023699436650392,10.0,396
R100,Q1,-0.15682080942107635,10.0,396
R100,C2,0.23431462481996929,10.0,396
A,C1,0.03662627937006253,10.0,396
A,Q1,0.05548207424170862,10.0,396
A,C2,-0.04696319373884011,10.0,396
R100,C1,0.21147932702634498,10.0,397
R100,Q1,-0.2699038740950219,10.0,397
R100,C2,-0.008650925890069036,10.0,397
A,C1,0.14593627964952635,10.0,397
A,Q1,-0.24385347116814604,10.0,397
A,C2,0.056368024962386805,10.0,397
R100,C1,-0.2415080144139239,10.0,398
R100,Q1,-0.16133031848284202,10.0,398
R100,C2,0.23476391384844214,10.0,398
A,C1,-0.08832134090748482,10.0,398
A,Q1,0.042163660388328285,10.0,398
A,C2,0.04562515485259494,10.0,398
R100,C1,-0.24977594678786308,10.0,399
R100,Q1,-0.1458683050740851,10.0,399
R100,C2,0.2365003291009105,10.0,399
A,C1,0.1702515726030727,10.0,399
A,Q1,-0.16814641564529573,10.0,399
A,C2,-0.15180047941293648,10.0,399
R100,C1,-0.2544131043745693,10.0,400
R100,Q1,-0.1334290061473822,10.0,400
R100,C2,0.243893399549401,10.0,400
A,C1,0.26139301878618115,10.0,400
A,Q1,0.014837747162368806,10.0,400
A,C2,-0.1786563659433796,10.0,400
R100,C1,-0.24018219721272235,10.0,401
R100,Q1,-0.17909675190617555,10.0,401
R100,C2,0.2261887090181729,10.0,401
A,C1,0.21372321580787032,10.0,401
A,Q1,-0.010555960751485282,10.0,401
A,C2,-0.20353771247905622,10.0,401
R100,C1,-0.27123267038615867,10.0,402
R100,Q1,-0.09210104932739939,10.0,402
R100,C2,0.25270286232326783,10.0,402
A,C1,0.12012267654875279,10.0,402
A,Q1,0.24079595315009786,10.0,402
A,C2,-0.22299452868725667,10.0,402
R100,C1,0.2038681368364474,10.0,404
R100,Q1,-0.2070156418403171,10.0,404
R100,C2,0.025994445778446982,10.0,404
A,C1,-0.21198769604553686,10.0,404
A,Q1,0.22132049843582782,10.0,404
A,C2,-0.1375840339370539,10.0,404
R100,C1,-0.254649649278362,10.0,405
R100,Q1,-0.1523622646290778,10.0,405
R100,C2,0.22629873273940543,10.0,405
A,C1,-0.08434008162291279,10.0,405
A,Q1,-0.326550283162541,10.0,405
A,C2,0.14298959991401525,10.0,405
R100,C1,0.24947126090465205,10.0,406
R100,Q1,-0.2816077516745549,10.0,406
R100,C2,0.04980994515525822,10.0,406
A,C1,0.12938174990775714,10.0,406
A,Q1,-0.06895291016158848,10.0,406
A,C2,-0.2948712684670518,10.0,406
R100,C1,-0.2753906015755348,10.0,407
R100,Q1,-0.044381646317017596,10.0,407
R100,C2,0.2659167999233468,10.0,407
A,C1,0.25112853710541877,10.0,407
A,Q1,0.040239109107077176,10.0,407
A,C2,-0.2522336115998124,10.0,407
R100,C1,0.24746015791409537,10.0,408
R100,Q1,-0.2751566559947172,10.0,408
R100,C2,0.05027239790697245,10.0,408
A,C1,-0.12055546117985448,10.0,408
A,Q1,0.20928220076695303,10.0,408
A,C2,0.08904787567338351,10.0,408
R100,C1,-0.2737012737717264,10.0,409
R100,Q1,-0.04317376903276182,10.0,409
R100,C2,0.2655086097944333,10.0,409
A,C1,0.10701273820550407,10.0,409
A,Q1,0.08489337849076382,10.0,409
A,C2,-0.13659231061854116,10.0,409
R100,C1,0.20588412377285728,10.0,410
R100,Q1,-0.22756316487417377,10.0,410
R100,C2,0.10600290400895307,10.0,410
A,C1,-0.005522754740496759,10.0,410
A,Q1,-0.12010634367091104,10.0,410
A,C2,0.1820227172294085,10.0,410
R100,C1,-0.2400801009487904,10.0,412
R100,Q1,-0.17957285894241776,10.0,412
R100,C2,0.2296979535336486,10.0,412
A,C1,0.2938084586414966,10.0,412
A,Q1,-0.02131171557960193,10.0,412
A,C2,-0.2150335071163541,10.0,412
R100,C1,-0.26740309077009344,10.0,413
R100,Q1,-0.059965153193065286,10.0,413
R100,C2,0.2717814463238247,10.0,413
A,C1,0.22159824661659241,10.0,413
A,Q1,0.09344907945117713,10.0,413
A,C2,-0.2637961810703157,10.0,413
R100,C1,-0.2729859188091814,10.0,414
R100,Q1,-0.05859836240395981,10.0,414
R100,C2,0.2642465705955978,10.0,414
A,C1,-0.08751039790429993,10.0,414
A,Q1,-0.2892512354596827,10.0,414
A,C2,0.22767660519903382,10.0,414
R100,C1,0.23907720871792057,10.0,416
R100,Q1,-0.2491703367290935,10.0,416
R100,C2,-0.021097800547336704,10.0,416
A,C1,0.12444397934594176,10.0,416
A,Q1,-0.14772475126431883,10.0,416
A,C2,-0.04730285190927546,10.0,416
R100,C1,0.22330993839308952,10.0,417
R100,Q1,-0.22756454347330937,10.0,417
R100,C2,-0.09740974259861314,10.0,417
A,C1,0.07930694883926351,10.0,417
A,Q1,-0.2026267824231944,10.0,417
A,C2,-0.022542284520940127,10.0,417
R100,C1,-0.2713255151736754,10.0,418
R100,Q1,-0.07866381552286017,10.0,418
R100,C2,0.2594675926830492,10.0,418
A,C1,-0.012698894812303985,10.0,418
A,Q1,0.2687406813134637,10.0,418
A,C2,-0.16231366531396857,10.0,418
R100,C1,-0.24918402501267797,10.0,419
R100,Q1,-0.13512044442078602,10.0,419
R100,C2,0.24241564796131712,10.0,419
A,C1,0.13901639395900695,10.0,419
A,Q1,0.0291730320031782,10.0,419
A,C2,-0.14952574291818094,10.0,419
R100,C1,-0.2531350345400637,10.0,420
R100,Q1,-0.10080307831656406,10.0,420
R100,C2,0.25569218196091065,10.0,420
A,C1,0.2513154843264665,10.0,420
A,Q1,0.04152792906470566,10.0,420
A,C2,-0.23386854592589257,10.0,420
R100,C1,-0.23094828952898985,10.0,421
R100,Q1,-0.21628815029851442,10.0,421
R100,C2,0.20450716231424815,10.0,421
A,C1,0.20959353952572263,10.0,421
A,Q1,0.14012213359274492,10.0,421
A,C2,-0.24754586401179446,10.0,421
R100,C1,-0.27161492951593547,10.0,422
R100,Q1,-0.047695710006204005,10.0,422
R100,C2,0.2656129872456629,10.0,422
A,C1,0.14749658270425614,10.0,422
A,Q1,-0.2517589114335359,10.0,422
A,C2,-0.05309450954169671,10.0,422
R100,C1,-0.2475828987970767,10.0,423
R100,Q1,-0.16984540913991666,10.0,423
R100,C2,0.2216535961184532,10.0,423
A,C1,-0.26306635729106165,10.0,423
A,Q1,-0.1023892224782919,10.0,423
A,C2,0.20845410781969403,10.0,423
R100,C1,0.23204631214401147,10.0,424
R100,Q1,-0.22640291189575948,10.0,424
R100,C2,-0.1739089186551611,10.0,424
A,C1,0.09870986199789024,10.0,424
A,Q1,-0.059658043963607583,10.0,424
A,C2,-0.35102290828633415,10.0,424
R100,C1,0.2628513135145172,10.0,427
